ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
72	85	51	116	67	40	12	49
40	18	45	28	44	34	54	54
0	0	4	7	4	4	2	0
1980	4714	714	1061	2219	3783	3918	1879
38	43	58	33	48	23	55	51
57	70	71	81	49	53	16	37
381	216	597	419	203	213	275	293
16	11	11	17	46	18	39	24
1141	2373	3429	3814	2682	3104	2027	4719
18	12	6	6	16	11	16	7
4601	1317	1422	2138	949	2522	3090	2476
41	47	67	46	22	43	21	55
21	9	17	20	20	10	15	48
141	136	119	112	33	51	63	86
16	29	113	245	47	111	161	304
60	58	41	79	28	51	49	49
55	27	25	33	17	23	25	19
8	14	10	12	6	14	12	15
3159	2123	2781	1809	2992	2732	704	2426
476	446	475	289	243	412	276	777
473	1413	3307	12850	620	1982	4886	26581
53	113	45	103	80	86	179	27
3943	4219	5121	3226	1210	603	651	1250
406	265	240	243	297	293	468	549
4	9	4	9	5	4	11	6
3301	578	2620	2223	1033	1560	1694	3020
67	40	16	82	52	18	38	20
371	211	210	479	344	501	128	1071
1113	881	617	816	725	385	625	928
525	1225	284	225	713	877	541	591
4500	4425	2332	1845	1961	823	5041	2726
1893	1358	2046	23812	1727	4068	30730	40012
71	26	194	215	211	90	99	113
584	885	1082	277	868	1065	718	1039
19	41	21	31	87	145	36	46
2108	1053	1479	1590	928	564	3251	1378
762	403	435	571	3700	1111	2160	2200
263	308	252	499	400	694	405	613
89	116	68	184	32	73	105	101
175	301	295	258	818	502	447	293
2584	5356	7216	2798	6650	1658	6529	2775
111	221	126	302	131	122	124	69
880	917	783	446	1827	373	983	436
93	149	258	388	246	445	299	156
225	247	197	276	347	407	153	247
135	95	138	194	255	190	249	462
6	3	6	8	7	14	7	2
219	207	200	163	100	281	176	85
8	4	0	19	35	20	38	19
465	605	466	873	559	1277	1078	424
169	221	76	115	59	87	86	46
12	0	15	6	0	7	0	4
43	9	18	9	17	53	26	22
536	372	471	203	315	398	635	614
118	125	272	75	77	57	171	124
79	21	47	40	97	80	103	54
1096	1485	340	785	633	1276	1029	2471
5193	14055	9305	25690	28870	10879	4395	10478
10366	6566	13941	3658	7735	6798	5723	3431
13	19	28	21	22	23	11	20
91	138	109	194	136	156	191	281
47	27	18	34	3	14	7	5
15	26	16	25	5	0	10	3
909	1331	1098	1076	697	831	835	1181
182	147	129	102	52	124	141	51
21	26	10	10	10	22	28	11
421	712	621	316	949	491	631	828
2859	1124	3686	4016	2103	1288	1145	1841
309	322	149	184	327	765	449	1929
238	193	234	297	200	176	481	178
15	154	178	773	13	35	30	457
22410	18144	15118	17012	11287	34640	19721	25999
408	270	484	485	487	568	517	496
1312	977	1942	1642	894	658	624	898
1361	3922	14428	18010	1215	2754	6118	26856
227	186	641	1815	259	257	1394	2524
152	97	148	70	74	72	67	34
324	252	435	660	236	456	646	361
117	97	77	66	92	136	155	123
57	29	46	38	92	57	43	60
805	1436	799	720	730	666	820	306
1014	1205	850	671	628	495	379	1238
275	238	251	211	289	268	215	539
429	418	553	433	313	413	405	448
3303	1918	1950	1866	1032	1776	1632	3166
1	8	4	9	7	19	19	15
26	36	60	53	27	27	38	32
234	207	146	170	267	210	155	115
11514	8919	35153	8245	20879	12112	16229	4886
24	35	73	29	28	24	48	23
1999	1869	1596	2217	9237	6247	1090	5045
129	38	109	53	163	173	88	223
979	690	215	607	1173	960	495	877
636	566	396	1720	1820	1892	2184	1652
602	374	548	552	665	1200	1461	444
106	72	37	65	123	42	50	28
2325	1273	997	2042	615	452	1801	791
622	315	124	461	446	244	356	338
16	77	121	335	7	17	68	81
314	841	671	798	1953	1231	1827	898
917	4923	639	4302	2499	2745	1260	1653
904	569	1232	1260	637	2195	2629	1651
82	232	98	352	403	300	225	156
64	64	55	73	45	62	39	81
389	412	416	311	343	496	394	383
67	52	58	36	162	202	239	143
6029	7884	6448	10580	924	3683	1709	1003
7315	7191	4851	3500	4024	4001	3301	3979
108	90	73	266	183	289	75	268
12	29	13	37	16	25	25	32
636	771	732	191	138	280	252	219
6	6	4	12	9	5	8	7
584	619	543	735	486	604	848	285
100	50	135	89	115	17	108	89
604	264	1443	785	686	1038	384	188
0	7	0	4	16	2	12	2
102	29	148	245	113	160	286	77
522	203	218	211	52	77	112	168
15090	5540	7249	9142	8903	6608	8624	13817
261	768	333	688	1085	535	320	851
158	423	235	197	307	326	324	263
286	1141	1631	1322	404	494	2170	950
7011	14376	7752	8126	10831	14798	25897	14287
31	44	28	19	34	56	50	38
5	12	3	2	4	5	0	3
162	70	383	131	592	531	271	455
632	837	230	311	242	429	218	434
1747	2126	2112	3212	1614	6014	3578	3616
388	350	271	368	769	459	133	471
1804	3299	1857	1835	2206	6176	2866	3497
115	46	108	115	63	66	40	63
3	7	3	2	6	7	5	9
4	1	7	3	9	5	7	3
1645	708	381	1094	604	1134	457	1016
261	101	279	216	167	351	201	108
10	11	11	3	2	0	6	6
192	219	81	547	331	85	264	190
87	71	56	55	68	89	95	57
133	158	88	270	227	333	284	159
918	237	898	632	1449	467	571	1436
2	3	11	7	6	2	4	2
64	37	51	77	130	28	64	74
2	6	0	7	9	2	9	5
364	424	429	826	410	400	1174	336
109	102	137	179	181	158	203	143
296	909	287	166	347	781	1058	446
5	4	11	3	8	0	9	6
1216	536	592	986	367	545	743	331
403	82	280	275	276	427	190	137
324	648	499	641	279	477	401	620
136	56	52	70	68	118	57	82
79	59	103	44	25	59	61	115
341	249	1375	991	470	1139	1671	797
2082	6212	16172	35950	1044	8857	5934	27801
2	1	10	1	6	6	12	2
16	2	16	14	10	4	7	1
145	139	125	176	87	183	81	96
133	52	43	37	115	72	33	57
117	487	209	257	444	87	270	53
14	2	3	4	2	16	10	3
80	77	27	56	15	49	22	47
26	168	402	674	31	206	328	745
326	541	263	374	285	320	249	262
83	239	433	200	168	115	252	160
68	40	58	55	98	70	59	53
725	542	460	635	326	924	2366	443
45	79	18	24	18	15	12	30
4449	7289	23490	94250	4962	24456	72209	130350
297	207	167	190	364	102	360	290
598	769	1728	931	417	207	264	298
1013	999	252	1062	1195	1191	405	1023
566	579	777	770	732	261	984	711
548	255	127	267	351	263	504	366
321	202	486	259	393	95	94	86
96	170	88	96	95	93	15	47
4	3	0	1	5	17	23	1
54	42	75	56	50	140	28	88
42	2	31	26	86	55	55	97
185	330	393	307	296	318	224	153
1209	855	2108	705	1677	1665	290	3390
11	15	4	9	3	9	7	8
526	546	684	204	397	310	552	203
796	399	1286	367	905	636	790	879
13	36	14	16	22	26	17	18
160	147	160	90	78	221	201	147
170	98	259	152	84	125	234	96
189	972	1122	446	224	156	484	181
9	15	32	30	6	10	11	21
65	51	116	34	34	110	15	46
324	120	88	142	74	221	105	151
1340	1880	2781	3086	527	1119	1805	896
0	8	1	8	16	3	29	4
234	442	264	166	186	291	304	381
537	173	265	262	309	570	532	438
591	435	299	1302	424	849	1111	664
79	51	84	34	41	71	107	51
496	1841	6374	2220	2306	1750	2133	1844
1777	878	558	568	2039	980	1275	2001
57	178	106	96	184	84	231	202
319	227	251	1165	396	296	399	262
990	491	628	743	766	903	268	562
5	20	18	12	11	11	7	26
1977	2627	13319	22909	2474	1435	6516	14674
281	570	483	561	246	689	190	332
29	40	35	35	13	9	21	36
441	197	339	179	96	145	122	165
188	468	1235	7601	73	135	1666	5344
43	661	982	4031	225	389	3079	4650
94	78	139	119	58	70	51	63
1623	1793	2111	3514	1797	3351	4913	920
258	243	133	96	196	44	165	83
7320	16083	22669	47203	34785	16462	79445	43773
15	28	12	11	16	16	19	15
300	172	112	143	141	140	50	204
476	203	374	245	170	396	249	43
515	771	545	267	1450	1200	1561	951
7022	3382	3872	10156	6015	6190	6311	6154
45	32	9	2	34	14	9	12
809	1138	1939	558	3388	2008	673	1254
14	46	14	19	25	8	15	9
146	81	54	245	43	86	54	124
50	19	49	21	26	34	32	12
102	107	163	271	399	62	53	161
6071	5018	2850	4992	6777	4398	9166	4753
52	67	156	101	68	60	174	80
226	198	240	204	68	118	147	52
8649	10189	6207	4774	5395	4169	6495	6034
98	122	131	201	78	184	125	258
868	1031	1795	890	2003	1463	2754	2136
24	46	42	56	18	28	17	52
1473	2534	4268	8979	876	1849	1630	12452
5045	15962	59624	106017	5728	9437	51647	121136
6	12	8	8	14	1	17	9
11925	6110	7499	9486	13000	15570	4516	28982
22	38	29	60	17	73	48	30
356	851	386	263	1402	480	512	637
3320	3277	3077	2820	1960	1611	2588	2123
226	185	595	903	321	309	427	128
124	906	2619	8576	875	2432	3317	25199
175	276	301	552	760	729	898	340
33	30	34	34	143	55	133	155
11931	66262	202424	94955	20704	71876	73501	319119
27	55	15	33	7	47	62	31
163	212	68	181	68	9	70	59
910	262	230	827	1154	2051	1732	481
1616	1206	381	340	1337	429	788	980
10	14	10	3	18	7	9	36
416	2398	1134	1327	525	890	558	574
9631	4743	10297	9149	6985	4104	11341	12484
17	5	5	10	35	20	21	4
5448	7679	7430	3300	6740	10486	7649	6649
485	268	343	334	852	1575	1384	808
142	82	131	216	284	311	150	416
13	9	13	23	19	2	20	14
243	65	128	191	111	111	193	123
1119	1317	916	682	757	1408	2216	942
1066	2696	1677	640	644	951	465	684
88	69	56	209	98	33	69	96
2	2	4	6	6	6	5	13
2866	1773	3403	3022	4139	6784	2310	2163
10	3	10	8	12	6	8	15
4	4	8	5	5	13	5	3
20	6	9	6	5	7	15	6
321	367	282	63	685	881	965	931
495	115	397	579	323	229	125	237
714	361	617	349	262	178	366	331
1619	2084	1542	2845	5668	5721	11060	7285
1240	2123	3697	1544	1287	578	822	678
609	328	753	842	267	293	579	719
2347	2372	2557	1253	2231	2581	3743	1646
206	371	92	203	83	234	195	292
20	6	14	11	4	8	14	14
31	78	550	1226	19	105	265	879
77	48	23	71	70	70	60	66
332	183	120	229	186	302	486	208
2270	1471	1962	1008	554	523	844	1201
2294	2666	1443	881	2175	637	1701	1524
365	539	299	276	81	107	245	101
39	30	57	51	13	24	37	34
29	17	33	45	14	54	184	142
413	171	404	231	324	187	333	229
1403	3204	9651	25254	920	5446	6859	47257
64	11	30	69	60	17	60	23
308	540	620	108	326	251	420	190
38	70	74	31	157	164	130	112
2468	1480	3818	2937	6506	1713	6573	7675
1156	1272	1015	632	1473	859	1427	661
7	13	8	9	5	15	4	10
787	273	1061	612	316	326	219	572
200	189	189	320	347	610	165	158
145	79	142	120	283	135	222	114
43	8	9	28	23	15	27	47
8426	4736	6531	7567	3255	11997	4745	6250
103	92	84	28	132	190	95	120
36	33	41	52	91	20	82	70
264	267	635	352	479	453	222	267
11	77	19	34	26	65	71	17
418	1882	2617	8379	525	1747	2388	2320
200	149	121	251	54	345	298	188
47	81	25	85	66	33	9	61
3925	2229	1364	3264	2028	3041	4029	3367
164	190	125	240	119	139	157	131
598	678	292	557	1541	700	475	2058
3	3	4	15	12	7	6	9
2677	3647	12719	4843	8042	11418	8694	3497
409	690	685	615	743	177	1215	539
1172	1369	1462	1394	1232	604	2214	2446
2256	1918	1526	2029	3291	1346	2425	1543
31	43	83	84	28	62	42	41
1349	1123	2230	1886	1182	707	4097	2520
268	202	296	228	181	629	318	265
3226	6804	11434	74668	1889	6343	9962	50072
350	305	562	760	343	346	577	203
233	159	121	74	111	84	65	90
359	1132	2463	5016	521	2804	16135	27521
160	210	163	229	517	272	574	376
13	14	13	19	2	3	6	2
292	198	575	425	398	297	256	165
125	160	152	256	50	187	265	135
216	249	243	230	376	451	150	512
61	116	155	81	21	26	29	24
143	243	178	396	423	233	213	319
1894	1577	2190	1110	1316	609	1510	851
30	62	27	91	41	47	32	32
3	3	4	2	5	2	2	1
73	43	97	79	30	76	41	36
12	20	14	26	24	47	6	44
12504	22259	21341	9312	25969	43677	29947	42750
76	46	66	24	98	101	101	24
276	834	176	571	238	392	256	456
0	0	4	0	3	4	5	6
600	1229	1092	2734	888	795	1312	715
206	232	304	581	598	385	646	507
29	64	39	67	11	4	16	21
0	0	7	0	9	0	12	6
1002	622	609	426	779	1003	706	194
9	10	12	3	15	12	23	11
99	77	55	54	36	124	86	56
43	253	305	244	117	77	65	87
42	76	92	47	20	80	62	81
163	217	201	202	139	154	275	163
3356	3471	2582	2604	3126	3226	1071	797
216	120	226	351	283	302	283	200
404	572	1018	474	533	705	353	501
78	207	257	94	185	369	443	208
850	419	1224	1488	412	2234	1460	1778
933	1535	958	1372	401	936	776	1229
359	256	619	774	239	199	609	273
21	33	58	20	37	33	4	29
90	558	297	254	317	375	761	257
0	9	8	2	1	1	2	3
864	1981	890	742	1428	899	1843	1054
1100	809	2599	3202	1710	1493	1294	1070
160	504	877	1072	1504	1958	515	1272
522	529	448	345	793	575	910	996
5281	1619	2356	1548	2577	3094	4217	4333
631	412	686	230	680	647	439	478
537	592	795	1180	1028	853	3045	1170
17	4	36	13	26	18	22	28
6286	1623	6602	4998	5836	7511	3404	7393
0	14	19	0	4	11	0	7
23	13	13	18	15	23	35	16
89	270	236	92	41	30	57	10
3474	2387	3614	4154	3658	3254	2735	662
868	858	977	1490	112	364	363	630
95	137	122	238	211	349	142	292
77	27	86	40	84	54	34	93
675	1015	600	615	639	389	409	350
24	17	5	17	29	39	25	98
473	1499	700	722	447	912	467	338
101	85	53	124	32	44	33	30
1335	1641	1180	562	759	1006	546	1415
257	165	294	147	99	98	97	163
51	42	55	75	30	14	34	13
43	27	23	73	15	12	66	18
47	25	55	72	28	82	17	19
303	282	565	447	264	518	712	435
1193	576	1031	1103	1033	617	699	630
49	38	61	58	28	34	19	36
282	360	418	243	274	104	382	328
47	52	183	23	170	125	57	193
715	906	1203	310	824	1378	735	580
4	9	10	10	3	9	31	18
224	2436	5845	13711	555	1852	4940	8808
201	188	447	227	210	245	232	299
2415	6891	12855	25572	3068	13248	23597	48192
19	23	12	28	16	28	40	14
431	91	294	370	83	87	164	74
78	60	173	67	44	42	36	17
135	164	171	356	267	205	272	712
100	275	187	274	179	73	115	92
495	726	473	672	1050	1196	296	265
292	1069	2727	8395	301	510	1282	4973
136	209	330	200	110	192	97	214
180	152	257	199	200	196	472	116
19	34	44	36	5	27	8	30
227	161	161	371	1334	800	336	805
122	16	48	56	17	60	22	40
394	193	351	428	325	536	277	781
68	69	65	17	24	35	65	59
4833	2216	1096	1691	1673	4208	1405	2895
680	373	577	669	247	545	41	254
345	1316	237	402	2665	2926	1535	1877
241	197	99	184	411	439	329	234
0	0	13	6	13	2	8	7
32	47	42	18	23	48	41	25
2485	2448	3141	2513	4319	2524	1252	3867
212	82	92	44	14	144	52	97
181	88	149	194	65	78	50	157
74	20	81	78	50	154	17	63
155	297	315	298	113	241	157	102
1279	1316	1632	679	1580	895	829	887
4	23	11	1	1	6	6	1
414	1192	587	1209	459	885	983	663
31	32	71	32	18	12	84	36
232	198	189	215	709	228	101	246
63	44	83	77	55	88	79	32
2208	1729	3009	1956	1371	1206	4051	1817
157	95	16	75	51	54	41	39
1532	1255	1171	1994	734	1658	1910	614
43	33	16	34	6	4	10	8
20	33	29	16	16	47	15	22
16	151	245	253	11	26	77	291
41	49	12	82	56	28	31	42
361	62	382	506	746	665	363	547
76	7	244	155	65	17	22	18
196	107	217	203	490	309	501	505
2512	598	2194	664	1229	795	777	1268
222	506	137	395	112	243	46	362
8	0	9	5	9	9	2	3
62	136	145	139	29	106	49	110
2342	5538	22369	32087	2728	11327	28443	88667
873	713	562	600	302	256	155	56
1801	2519	1699	1192	1724	1380	1383	3161
1	5	4	2	4	5	4	0
74	201	42	174	117	114	186	106
104	106	199	125	54	148	79	288
502	339	246	129	52	199	79	102
14	7	3	4	8	16	19	21
24	39	95	66	63	33	99	53
2773	1325	1242	1359	523	582	851	643
140	109	225	103	190	65	148	288
280	452	303	515	222	255	947	220
307	128	320	342	462	94	274	329
945	341	779	1376	582	1285	345	274
164	349	953	3437	165	929	3010	5539
331	481	331	676	968	476	1869	912
722	1155	1464	234	801	1112	415	130
107	104	168	88	59	54	64	95
18	155	63	70	48	69	113	67
4645	1424	1446	1549	1776	6948	3692	2687
270	291	205	623	724	1566	2620	1373
463	689	2602	2038	3035	1132	2378	1153
225	228	198	359	340	292	336	302
36	35	61	22	37	15	24	41
9	12	21	18	41	81	28	46
38	51	30	42	24	26	35	52
20	19	10	21	13	25	11	20
48	21	33	50	7	14	13	20
52	46	31	70	39	14	79	43
58873	34830	51109	74185	46579	39629	29983	82935
38	15	226	256	17	45	101	122
351269	163523	158789	345161	3779132	5978098	13616220	2519789
3433	1698	647	1919	1849	1551	2340	2079
48	94	20	33	48	26	43	7
8	29	17	13	9	17	12	17
5518	9401	45178	234202	3267	2339	15467	35796
158	179	366	107	430	397	566	403
169	192	203	332	270	161	220	438
11	5	4	3	3	2	6	6
631	655	571	1162	1977	730	928	1174
37	22	23	25	26	58	21	25
855	1641	774	1988	981	1687	803	550
6	3	10	8	7	12	3	13
689	997	493	763	750	905	615	230
16757	18956	16794	15613	6782	6530	8078	12619
1150	2738	5400	19565	683	3609	5583	6723
207	528	452	435	992	343	587	536
3	2	5	13	44	32	44	23
95	69	88	103	82	201	85	99
447	3488	7577	19224	1519	3062	8946	29466
1872	8481	14669	38007	1206	4845	18226	21789
323	500	531	258	381	622	214	422
8	5	15	7	3	5	0	7
8	2	1	2	13	16	12	23
307	205	196	277	314	192	273	160
65	56	67	91	83	37	82	97
1017	1300	321	547	1053	920	926	1046
22	34	90	144	63	20	65	56
16	17	58	28	23	24	16	27
40	127	75	38	54	37	124	156
13	38	30	26	38	44	48	34
4	6	14	4	10	8	6	1
8	7	0	17	0	0	14	2
8	2	12	7	6	2	4	5
136	279	455	383	358	309	390	530
121	63	71	144	121	218	455	370
281	129	341	274	150	90	377	257
160	60	175	118	174	295	182	151
3052	1157	3018	893	1859	846	1100	1755
498	226	803	612	933	817	845	793
9	7	11	8	20	27	22	7
119	134	97	85	256	116	249	68
31	35	63	45	39	50	17	17
98	125	165	80	216	274	205	132
47	35	22	112	20	12	39	20
1231	6423	12433	44843	973	3384	18243	20770
158	488	186	283	324	377	513	286
33	30	29	86	133	44	158	33
12	9	13	4	48	113	31	53
446	258	640	345	1320	2130	694	1681
130	282	109	223	44	106	62	116
100	165	101	123	96	86	155	102
18389	11590	11483	6731	14998	5561	3640	9021
0	17	20	9	0	0	3	11
554	1362	735	328	273	640	489	215
28	35	21	13	7	7	5	10
546	791	367	594	269	242	245	222
40	26	41	24	55	32	12	24
9	26	10	14	20	8	9	10
4	12	0	8	8	0	6	11
423	272	359	245	494	513	328	506
314	455	414	1055	149	477	522	778
0	0	8	1	0	8	5	4
2877	793	616	1607	2278	1684	1172	1562
415	284	526	461	942	980	338	878
18	25	6	20	17	13	2	14
2023	1462	887	1418	2005	1911	2465	3721
12	13	14	3	13	20	8	19
5	13	4	2	4	0	3	1
6	8	2	2	2	10	5	6
92	35	23	84	56	25	55	124
235	118	212	154	176	264	149	298
43450	28073	22573	18300	9420	23683	29419	26650
177	208	231	149	204	289	334	268
100	58	25	148	74	127	71	79
20	24	9	18	44	10	56	38
130	83	72	53	48	41	80	75
378	276	64	88	75	177	79	76
946	546	572	220	256	534	368	465
31	26	42	35	12	43	62	28
1267	2238	10955	20389	453	806	5313	16502
215	417	183	773	204	338	203	238
158	54	117	224	126	132	103	95
991	2076	285	3047	2665	956	653	490
0	5	13	0	0	1	15	7
208	380	233	330	224	312	509	258
299	344	225	289	128	301	342	199
18	8	5	11	10	20	5	7
992	1210	694	201	510	724	617	530
382	175	80	227	438	259	275	406
1912	1428	688	3504	3178	3174	311	4534
76	54	103	128	86	85	61	99
15	25	38	22	37	39	38	17
535	386	338	978	1601	3539	1295	2701
29	106	90	71	194	81	72	128
654	637	1409	948	2086	1053	907	1370
20	72	12	93	34	32	29	113
2226	4369	5621	3199	1978	5006	2277	3401
96	83	221	105	66	107	142	166
147	221	188	268	159	73	136	255
54	75	30	126	201	70	109	78
77	149	37	82	69	65	38	90
2353	1360	973	643	2428	3024	4348	1762
11	6	2	9	5	3	6	10
1247	982	836	869	547	950	464	830
13578	12826	8135	3677	6858	5193	1835	6791
35	16	14	27	1	1	0	2
14	10	11	9	87	54	146	154
777	592	865	622	274	223	282	429
30	26	23	28	19	21	24	43
493	145	487	381	849	242	233	554
203	273	137	20	404	191	218	289
788	508	500	449	1243	1215	975	1039
418	327	518	302	686	577	387	285
107	92	72	38	36	50	71	69
221	275	81	213	276	416	221	599
1039	1806	1828	1189	293	315	1845	2704
95	309	451	633	107	147	142	52
3180	4965	5663	11532	2735	3663	3819	5033
164	57	49	102	42	29	47	33
707	375	511	1197	175	223	250	204
1881	1528	402	1315	958	534	570	830
6117	2832	3142	2357	4427	5502	2871	5387
10	3	26	13	13	11	21	22
57	112	43	46	51	7	69	30
129	66	67	71	106	206	96	12
171	43	135	117	22	53	128	83
229	57	90	230	128	287	248	385
59	30	105	78	15	78	83	80
169	164	123	330	288	194	100	298
16	17	7	3	14	10	6	11
10	6	7	11	18	29	12	17
85	76	27	46	133	60	43	45
489	1223	1316	1595	1070	601	1171	1275
24	11	59	49	127	39	176	93
12	5	28	19	97	37	57	31
635	692	962	1051	2495	820	847	478
3611	2721	2204	2114	2138	1187	1236	2422
998	689	547	337	1443	1853	3015	1240
35	57	58	59	18	72	21	50
1360	390	1023	1110	1552	1797	804	1914
390	1378	1550	745	1153	423	861	960
112	259	224	2059	211	661	2391	3823
26	30	42	26	14	18	40	20
1061	2175	898	924	1285	766	513	1707
117	84	163	60	132	122	43	43
872	990	2616	674	2000	695	353	1305
87	53	63	62	57	143	47	81
26	43	12	26	53	21	38	18
1848	2100	2035	1018	1232	1141	1177	1122
12284	47789	276164	444747	31479	68837	162092	736511
12	28	129	349	22	110	432	1281
59	65	38	67	193	76	97	58
75	80	266	186	43	25	24	25
334	457	547	740	281	284	499	534
971	621	1815	650	2637	902	978	1094
120	94	73	78	198	122	215	130
113	39	148	218	130	110	202	112
1	7	15	9	8	8	15	17
578	706	284	216	605	1294	819	1474
124	107	257	63	189	289	67	170
116	81	87	59	124	132	179	203
691	1163	6081	9411	499	2169	6481	4659
599	821	839	854	547	271	693	476
1563	2837	17984	25658	3401	4657	19048	44569
1381	729	1124	2289	1369	2286	1442	1969
73	113	101	100	106	134	56	149
65	56	41	43	46	50	100	52
105	129	91	180	219	107	152	337
45	22	11	72	38	71	68	56
644	409	639	444	506	789	1825	1710
1251	1110	1039	955	1327	831	1520	685
8136	3714	4671	3099	1389	5651	2595	2951
11836	8575	5939	4212	4484	11884	8854	7654
166	86	67	192	255	220	247	246
910	703	1644	764	248	350	310	974
1240	905	3571	1754	3857	4208	5153	4014
316	130	309	261	414	374	128	478
273	157	233	73	146	131	242	371
5	8	2	14	12	1	14	7
759	823	543	144	730	523	644	499
8178	3206	3112	4012	1471	3878	2062	2779
90	117	65	54	175	82	62	68
142	102	120	161	107	137	164	110
456	264	555	449	502	605	297	384
214	124	339	237	240	204	194	215
165	233	155	147	189	379	249	82
120	98	136	62	65	39	140	56
2132	1975	3346	818	3784	2277	1976	1322
418	1176	3587	5703	300	618	2188	3155
38	47	21	17	15	15	26	12
272	201	340	133	491	387	131	312
19	2	14	6	3	13	22	33
146	94	42	261	88	94	146	102
5	3	12	3	8	6	20	12
49	68	85	56	44	17	75	39
68	156	192	325	600	516	520	498
476	834	1122	1205	243	642	695	615
16	20	30	32	20	33	20	50
41147	17886	23506	31341	8959	14103	20350	10321
858	1250	655	839	1014	2298	689	1121
29	14	45	40	61	18	49	40
567	648	584	613	608	691	1408	472
649	899	1008	1792	766	726	994	1347
401	307	254	477	369	223	138	71
116	173	167	19	79	96	118	131
13043	18488	21295	40284	9310	13094	5005	12568
981	2173	7176	27026	490	3359	11028	47589
7	18	13	3	9	17	1	5
40	49	51	122	222	48	158	105
128	215	196	145	91	149	86	124
314	254	223	208	87	250	257	122
103	53	45	114	75	43	79	157
35	25	60	72	49	10	29	50
358	1265	541	1145	429	729	389	673
12	40	11	49	139	191	439	195
10	0	0	2	0	0	0	10
2257	1460	1337	1577	1361	1462	1838	1840
96	30	50	31	135	101	119	58
138	218	106	139	193	168	111	191
22	43	38	14	179	82	140	142
34	24	61	29	42	77	18	50
19	24	22	20	3	33	7	20
1225	801	1810	716	424	498	739	97
1454	3928	9615	10352	1429	6239	8237	27978
38	44	33	33	84	28	41	34
63	46	21	25	50	157	82	26
258	162	318	178	100	153	138	203
1000	5202	15705	65189	3013	3720	28315	71823
172	120	232	127	112	127	159	62
366	766	630	560	911	1179	1701	1103
29	16	68	25	14	9	17	9
33	40	21	36	28	14	40	51
222	107	380	486	475	695	340	480
372	246	197	489	298	217	244	154
758	364	413	315	1121	221	1158	847
1275	1079	1522	1592	1130	632	556	1329
14	7	40	8	16	34	14	13
40	173	106	404	65	26	56	37
152	58	77	23	116	79	41	54
46	113	133	102	79	177	254	224
76	63	57	21	29	69	84	65
10	19	29	1	9	15	18	21
5328	18420	54047	69285	3340	14879	23762	37246
40	62	48	99	120	130	57	152
242	237	79	159	200	67	127	224
469	393	273	132	480	122	237	356
254	87	156	122	59	82	58	144
69	214	52	122	46	113	73	115
21	9	5	18	18	22	30	21
28	12	40	53	14	57	57	37
651	217	652	644	496	187	852	373
6	16	12	0	10	0	12	0
313	300	242	250	365	232	218	312
29	175	137	68	137	56	45	66
98	189	82	92	109	166	108	143
402	2542	6523	19473	3594	6851	11764	67243
8	44	29	66	12	13	41	42
5	9	6	8	16	8	18	2
200	395	3067	3146	459	922	2063	6286
2	7	11	18	4	5	4	6
376	1371	1039	1460	780	1087	1077	950
294	770	299	770	645	600	682	588
513	1272	3253	9789	336	783	2451	3541
114	45	50	49	16	43	36	11
96	91	98	82	53	168	267	43
3643	2293	6261	7197	680	772	708	647
214	478	319	550	159	182	250	191
84	99	38	165	34	198	187	87
216	181	355	629	196	112	159	379
202	808	742	681	831	516	473	571
451	262	270	319	386	199	540	372
117	90	206	78	60	55	35	65
1009	2293	1802	1042	2255	3994	3229	2905
4379	23063	41190	166931	3169	9112	27803	48455
14	58	16	22	88	124	140	35
171	746	842	4345	174	248	864	4128
13	5	7	27	13	12	16	26
228	239	141	198	228	578	567	269
15	15	23	11	8	15	11	9
22	44	25	37	15	12	23	20
7	9	27	27	8	18	10	15
131	707	400	336	352	223	196	96
55	58	52	13	57	48	44	56
276	118	130	446	159	153	62	207
12572	17935	59425	133117	7001	43940	123612	393233
516	562	509	390	557	730	371	167
29	85	81	38	58	45	85	33
18	16	8	21	18	21	33	22
3145	775	1503	3122	2022	2924	2774	3728
2479	1581	596	1080	436	559	692	457
602	252	760	546	949	1132	1501	417
34	42	18	13	58	32	43	32
766	1044	1916	561	1459	1997	648	1213
62	17	20	13	58	21	30	23
46	64	105	187	123	114	114	74
3	19	12	4	11	27	16	22
78	50	42	45	58	88	35	34
58	90	65	38	246	151	246	355
20	32	30	26	11	22	21	25
3131	726	2216	1588	1922	1597	2070	2122
251	570	674	1121	2787	1573	6519	2036
98	103	114	68	54	139	169	114
2	5	7	15	19	13	4	11
7949	6649	6772	3664	14265	15329	4158	10281
1	9	8	5	2	9	7	4
73	60	154	49	129	151	65	145
22	24	45	48	60	85	17	77
210	92	102	67	113	207	114	69
116	201	319	120	57	68	252	81
79	260	115	74	159	89	119	224
119	65	163	121	66	97	106	96
10	5	2	7	12	1	1	13
16	20	5	9	8	14	11	2
17394	26452	6444	9426	12111	18981	12781	10279
0	7	3	1	3	2	2	9
134	140	93	162	261	83	43	49
224	437	299	356	340	300	172	142
178	62	120	85	146	85	104	87
385	760	586	1713	473	271	441	447
551	378	411	728	439	172	317	306
23	24	11	17	11	9	26	28
875	372	357	338	519	544	727	404
1126	1179	956	343	849	899	1242	338
426	1066	674	518	221	773	170	211
20	48	62	26	10	36	25	28
