Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
LOC107984862	0	0	0	0	0	0	0	0
LOC107987238	0	0	0	0	0	0	0	0
LOC105371409	0	0	0	0	0	0	0	0
LOC100129697	0	0	0	0	0	0	0	0
LOC100287036	0	0	0	0	0	0	0	0
LOC107984817	0	0	0	0	0	0	0	0
LOC105371419	0	0	0	0	0	0	0	0
LOC102723655	0	0	0	0	0	0	0	0
LOC102723930	0	0	0	0	0	0	0	0
LOC105379545	0	0	0	0	0	0	0	0
LOC107987382	0	0	0	0	0	0	0	0
LOC105379533	0	0	0	0	0	0	0	0
LOC102723713	0	0	0	0	0	0	0	0
LOC107987384	0	0	0	0	0	0	0	0
LOC102724014	0	0	0	0	0	0	0	0
LOC102724052	0	0	0	0	0	0	0	0
LOC105379547	0	0	0	0	0	0	0	0
LOC107987386	0	0	0	0	0	0	0	0
LOC107984987	0	0	0	0	0	0	0	0
LOC105371591	0	0	0	0	0	0	0	1
CCDC92B	0	0	0	0	0	0	0	0
LOC107984973	0	0	0	0	0	0	1	0
LOC728392	878	2015	1610	543	922	1830	371	278
FAM106CP	0	0	0	0	0	0	0	0
TBC1D27	0	0	0	0	0	0	0	0
LOC101929141	0	0	0	0	0	0	0	0
LOC102724624	0	2	0	0	0	0	0	0
LOC79999	0	0	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0	0	0
FAM106B	0	0	0	0	0	0	0	0
LOC100996792	0	4	3	0	0	1	2	0
LOC105371930	0	0	0	0	0	0	0	0
LOC107984974	5	2	6	0	8	1	1	2
LOC105371727	0	0	0	0	0	0	1	0
LOC107985082	0	0	0	0	0	0	0	0
LOC107987247	0	0	0	0	0	0	0	0
C17orf102	0	0	0	0	0	0	0	0
LOC105371932	0	3	5	3	0	1	1	1
LOC105371933	0	0	0	1	0	0	0	0
TBC1D3J	0	0	0	0	0	0	0	0
LOC101929950	0	0	0	1	0	0	0	0
LOC105371763	0	0	1	1	1	0	0	1
LOC101929578	0	0	0	0	0	0	0	0
LOC107987243	0	0	0	0	0	0	0	0
LOC107987254	0	0	0	0	0	0	0	0
LOC107987253	0	0	0	0	0	0	0	0
FLJ45513	0	0	0	0	0	0	0	0
C17orf112	0	0	0	0	0	0	0	0
LOC105371844	0	0	0	0	0	0	0	0
C17orf82	0	0	0	1	0	0	0	0
LOC107987248	0	0	0	0	0	0	0	0
LOC100134391	0	0	0	0	0	0	0	0
C17orf77	0	0	0	0	0	0	0	0
LOC105371910	0	0	0	0	0	0	0	0
LOC107985021	0	0	0	0	0	0	0	0
LOC105371921	0	0	0	1	1	0	0	0
LOC107985022	0	0	0	0	0	0	0	0
LOC100130370	0	0	0	0	0	0	0	0
LOC105376791	0	0	0	0	0	0	0	0
LOC105371944	0	0	0	0	0	0	0	0
TYMSOS	8	4	4	3	1	1	3	0
LOC105372022	0	0	0	1	1	0	0	0
C18orf12	0	0	0	0	0	0	0	0
LOC105372109	0	0	0	0	0	0	0	0
LOC100505549	0	1	3	2	1	2	0	1
LOC101927322	2	5	7	1	1	3	3	1
GTSCR1	0	0	0	0	0	0	0	0
LOC105372204	0	0	0	0	0	0	0	0
C18orf65	2	7	8	7	5	5	4	17
LOC100996274	0	0	0	0	0	0	0	0
LOC107985149	0	0	0	0	0	0	0	0
LOC105376875	0	0	0	0	0	0	0	0
LOC101929060	0	0	0	0	0	0	0	0
LOC102725180	0	0	0	0	0	0	0	0
LOC101929097	0	1	0	0	0	0	0	0
DPP9-AS1	0	0	0	0	0	0	0	0
LOC107985320	0	0	0	0	0	0	0	0
LOC390877	0	0	0	0	0	0	0	0
LOC729458	0	0	0	0	0	0	0	0
LOC107985283	0	0	0	0	0	0	0	0
LOC107983991	0	0	0	0	0	0	0	0
LOC105372269	0	0	0	0	0	0	0	0
LOC100505555	2	0	1	2	2	1	0	2
LOC107984139	0	0	0	0	0	0	0	0
LINC01835	0	0	0	0	0	0	0	0
LOC105372315	0	0	0	0	0	0	0	0
LOC105372319	0	0	0	0	0	0	0	0
LOC105376917	0	0	0	0	1	0	0	0
LOC105376906	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0
LOC101927572	0	0	0	0	0	0	0	0
LOC728485	3	21	9	5	4	6	1	1
LOC105372412	0	0	0	0	0	0	0	0
LOC107987269	4	7	6	11	12	7	5	8
LOC100287477	1	1	0	0	0	2	0	1
LOC100129083	0	0	0	0	0	0	0	0
LOC107983997	29	61	72	41	34	40	15	24
LOC107985332	0	0	0	0	0	0	0	0
LOC107983998	1	3	7	0	5	6	1	2
LOC105372474	0	0	0	0	0	0	0	0
LOC105372478	0	0	0	0	0	0	0	0
LOC101929937	0	0	1	1	0	0	0	1
LOC107984104	0	0	0	0	0	0	0	0
LOC388780	0	0	0	1	0	0	0	0
LOC107985384	0	0	0	0	0	0	0	0
C20orf78	0	0	0	0	0	0	0	0
LOC107987276	0	0	0	0	0	0	0	0
LOC105372585	0	1	0	1	0	0	0	0
LOC107985433	0	0	0	0	0	0	0	0
LOC107985416	0	0	1	0	1	0	0	0
C20orf203	0	0	0	0	0	0	0	0
LOC105372714	0	0	0	0	0	0	0	0
LOC107985381	0	0	0	0	0	0	0	0
LOC100128988	0	0	0	0	0	0	0	0
LOC107985388	0	1	0	0	1	1	0	0
LINC01272	0	0	1	0	0	0	1	0
LOC107985410	0	0	0	0	0	0	0	0
C20orf197	0	0	0	0	0	0	0	0
LOC105372704	0	0	0	0	0	0	0	0
LOC105369209	0	0	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0
LOC107987285	0	0	0	0	0	0	0	0
LOC107985428	0	0	0	0	0	0	0	0
DPH3P1	2	2	0	0	1	0	0	0
LOC107985425	0	0	0	0	0	0	0	0
LOC102724219	2	14	2	4	2	6	1	3
CH507-42P11.6	0	0	0	0	0	0	0	0
LOC107987288	0	0	0	0	0	0	0	0
LOC107987289	0	0	0	0	0	0	0	0
LOC102724843	0	0	0	0	0	0	0	0
LOC107987290	0	0	0	0	0	0	0	0
LOC102724951	0	0	0	0	0	0	0	0
LOC102723360	0	0	0	0	1	0	0	0
LOC107985477	0	0	0	0	0	0	0	0
LOC105372731	0	1	0	0	0	0	0	1
LOC101927345	0	0	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0	0	0
LOC107987291	23	14	25	54	64	21	14	38
LOC150051	0	0	0	0	0	0	0	0
LOC105372798	0	0	0	0	0	0	0	0
WRB-SH3BGR	977	1596	2343	708	663	746	312	352
PLAC4	0	0	0	0	0	0	0	0
LOC101928212	0	0	0	0	0	0	0	0
ERVH48-1	0	0	0	0	0	0	0	0
LOC105372836	0	0	0	0	2	0	0	0
LOC107985476	0	0	0	0	2	0	1	0
LOC101929839	0	0	0	0	0	0	0	0
LOC101929372	0	0	0	0	0	0	0	0
LOC100996401	0	0	0	0	0	0	0	0
LOC107985532	1	0	0	1	0	0	0	0
IGLV5-45	0	0	0	0	0	0	0	0
IGLV7-43	0	0	0	0	0	0	0	0
LOC107985555	0	0	0	0	0	0	0	0
LOC100652871	0	0	0	0	0	0	0	0
LOC107985559	0	0	0	0	0	1	2	0
LOC100652901	0	0	0	0	0	0	0	0
LOC284898	0	0	0	0	0	0	0	0
LOC105372977	0	0	0	0	0	0	0	0
LOC107985544	0	0	0	0	0	0	0	0
LOC102724378	1	1	0	1	1	0	1	2
LOC100996598	0	0	0	0	0	0	0	0
LOC102723722	0	0	0	0	0	0	0	0
LOC105373057	0	0	0	0	0	0	0	0
LOC107985535	0	0	0	0	0	0	0	0
LOC105373091	0	0	0	0	0	0	0	0
LOC107985556	0	0	0	0	0	0	0	0
LOC107987388	0	0	0	0	0	0	0	0
LOC102724197	0	0	0	0	0	0	0	0
LOC107987389	0	0	0	0	0	0	0	0
LOC105369189	0	0	0	0	0	0	0	0
LOC102724751	0	0	0	0	0	0	0	0
LOC107987394	0	0	0	0	0	0	0	0
LOC105373102	0	0	0	0	1	0	0	0
LOC107985649	0	0	0	1	0	2	0	0
LOC105373133	0	0	0	0	0	0	0	0
LOC107985657	0	0	0	0	0	0	0	0
SUPT20HL2	0	0	0	0	1	0	0	2
SUPT20HL1	0	0	0	0	0	0	1	1
LOC105373154	0	0	0	0	0	0	0	0
FTH1P18	0	0	0	0	0	0	0	0
LOC107985687	0	0	0	0	0	0	0	0
LOC107985678	2	0	0	0	0	0	0	0
NBDY	163	354	340	232	287	209	80	125
LOC105373242	0	0	0	0	0	0	0	0
LOC105373244	0	0	0	0	0	0	0	0
FLJ44635	1	2	0	0	0	1	0	0
FAM236B	0	0	0	0	0	0	0	0
FAM236A	0	0	0	0	0	0	0	0
LOC105373297	0	0	0	0	0	0	0	0
TCP11X1	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	94	151	183	108	161	159	38	88
LOC105373310	0	0	0	0	0	0	1	0
LOC105373311	1	0	6	5	1	0	0	4
LOC101928589	0	0	0	0	0	0	0	0
LOC105373314	0	0	0	0	0	0	0	0
LOC100126447	0	0	0	0	0	0	0	0
LOC101928242	0	0	0	0	0	0	0	0
LOC107985692	0	1	1	0	0	0	0	0
LOC389895	0	0	1	0	0	0	0	0
LOC645188	0	0	0	0	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0	0	0	0	0
MAGEA5	0	0	0	0	0	0	0	0
LOC107983954	0	0	0	0	0	0	0	0
LOC105373381	0	0	0	0	0	0	0	0
LOC107987332	0	0	0	0	0	0	0	0
LOC107987345	0	0	4	0	0	0	0	1
LOC107987336	0	0	0	0	0	0	0	0
LOC100996911	0	0	0	0	0	0	0	0
LOC101929235	0	0	0	0	0	0	0	0
LOC107987351	0	0	0	0	0	0	0	0
LOC102723382	0	0	0	0	0	0	0	0
LOC642249	0	0	0	0	0	0	0	0
LOC105379554	0	0	0	0	0	0	0	0
LOC107987397	0	0	0	0	0	0	0	0
LOC105379561	0	0	0	0	0	0	0	0
LOC107987400	0	0	0	0	0	0	0	0
LOC102723822	0	0	0	0	0	0	0	0
LOC105379417	0	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0	0
LOC107987484	0	0	0	0	0	0	0	0
LOC107987485	0	0	0	0	0	0	0	0
LOC107987486	0	0	0	0	0	0	0	0
LOC107987487	0	0	0	0	0	0	0	0
LOC107987488	0	0	0	0	0	0	0	0
LOC107987489	0	0	0	0	0	0	0	0
LOC107987490	0	0	0	0	0	0	0	0
LOC107987491	0	0	0	0	0	0	0	0
LOC105370748	0	0	0	0	0	0	0	0
LOC107987471	0	0	0	0	0	0	0	0
LOC107987469	0	0	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0	0	0
LOC107987477	0	0	0	0	0	0	0	0
LOC107987479	0	0	0	0	0	0	0	0
LOC107984153	0	0	0	0	0	0	0	0
LOC107987478	0	0	0	0	0	0	0	0
LOC107984152	0	0	0	0	0	0	0	0
LOC107987464	0	0	0	0	0	0	0	0
LOC105379575	0	0	0	0	0	0	0	0
LOC101929773	0	0	0	0	0	0	0	0
LOC102724995	0	0	0	0	0	0	0	0
LOC102724994	0	0	0	0	0	0	0	0
LOC100653061	0	0	0	0	0	0	0	0
GTF2H2C_2	0	0	0	0	0	0	0	0
HLA-DRB3	0	0	0	0	0	0	0	0
LOC107987409	0	0	0	0	0	0	0	0
LOC107987410	0	0	0	0	0	0	0	0
LOC105379589	0	0	0	0	0	0	0	0
OR8U8	0	0	0	0	0	0	0	0
OR8U9	0	0	0	0	0	0	0	0
OR9G9	0	0	0	0	0	0	0	0
TAS2R45	0	0	0	0	0	0	0	0
GOLGA6L19	0	0	0	0	0	0	0	0
LOC102724985	0	0	0	0	0	0	0	0
LOC102724984	0	0	0	0	0	0	0	0
LOC102724993	0	0	0	0	0	0	0	0
LOC107984155	0	0	0	0	0	0	0	0
LOC107987423	0	0	0	0	0	0	0	0
LOC100996750	0	0	0	0	0	0	0	0
LOC100653049	0	0	0	0	0	0	0	0
LOC100996709	0	0	0	0	0	0	0	0
LOC100996747	0	0	0	0	0	0	0	0
LOC107984156	0	0	0	0	0	0	0	0
LOC107987425	0	0	0	0	0	0	0	0
LILRA3	0	0	0	0	0	0	0	0
LOC102724999	0	0	0	0	0	0	0	0
IGLV5-39	0	0	0	0	0	0	0	0
LOC102725003	0	0	0	0	0	0	0	0
LOC105379603	0	0	0	0	0	0	0	0
LOC391322	0	0	0	0	0	0	0	0
GSTT1	0	0	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0	0	0
LOC102725009	0	0	0	0	0	0	0	0
LOC107987433	0	0	0	0	0	0	0	0
LOC107987428	0	0	0	0	0	0	0	0
CCL3L1	0	0	0	0	0	0	0	0
CCL4L1	0	0	0	0	0	0	0	0
LOC102725034	0	0	0	0	0	0	0	0
LOC107987441	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0
HLA-DRB4	0	0	0	0	0	0	0	0
LOC107987446	0	0	0	0	0	0	0	0
LOC105379650	0	0	0	0	0	0	0	0
LOC107987451	0	0	0	0	0	0	0	0
LOC107987456	0	0	0	0	0	0	0	0
LOC107987457	0	0	0	0	0	0	0	0
C4B_2	0	0	0	0	0	0	0	0
LOC102725035	0	0	0	0	0	0	0	0
LOC107987462	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0
LOC102725023	0	0	0	0	0	0	0	0
LOC105379645	0	0	0	0	0	0	0	0
ND1	0	0	0	0	0	0	0	0
ND2	0	0	0	0	0	0	0	0
COX1	0	0	0	0	0	0	0	0
COX2	0	0	0	0	0	0	0	0
ATP8	0	0	0	0	0	0	0	0
ATP6	0	0	0	0	0	0	0	0
COX3	0	0	0	0	0	0	0	0
ND3	0	0	0	0	0	0	0	0
ND4L	0	0	0	0	0	0	0	0
ND4	0	0	0	0	0	0	0	0
ND5	0	0	0	0	0	0	0	0
ND6	0	0	0	0	0	0	0	0
CYTB	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0
ENSG00000279928	0	0	0	0	0	0	0	0
ENSG00000279457	0	0	1	0	2	0	2	0
ENSG00000278566	0	0	0	0	0	0	0	0
ENSG00000273547	0	0	0	0	0	0	0	0
ENSG00000187634	3	6	11	5	1	0	0	1
ENSG00000188976	299	422	636	451	627	567	141	493
ENSG00000187961	31	38	70	65	61	49	14	34
ENSG00000187583	10	9	18	12	13	6	4	27
ENSG00000187642	0	3	0	0	0	0	0	0
ENSG00000188290	10	11	25	18	34	14	7	19
ENSG00000187608	90	139	381	494	207	155	107	577
ENSG00000188157	1906	2998	3909	2221	5394	4486	1469	3435
ENSG00000237330	0	0	0	0	0	0	0	0
ENSG00000131591	17	25	41	29	25	20	5	30
ENSG00000162571	0	0	0	0	0	0	0	0
ENSG00000186891	0	1	0	2	0	0	0	0
ENSG00000186827	0	0	0	0	0	0	0	1
ENSG00000078808	1677	2223	3129	2128	2870	2441	866	2288
ENSG00000176022	74	94	152	102	144	100	38	110
ENSG00000184163	1	0	0	0	0	0	0	1
ENSG00000160087	379	879	724	442	606	592	189	279
ENSG00000162572	5	0	0	0	0	0	0	0
ENSG00000131584	68	108	116	92	101	95	33	86
ENSG00000169972	54	138	161	92	151	162	37	93
ENSG00000127054	391	743	810	465	748	726	276	499
ENSG00000224051	81	213	196	166	253	125	59	152
ENSG00000169962	0	0	0	0	1	0	0	0
ENSG00000107404	27	55	61	37	72	43	26	22
ENSG00000162576	826	1509	2594	1530	1502	1800	1016	1904
ENSG00000175756	493	794	866	694	923	706	292	648
ENSG00000221978	205	400	436	357	425	414	137	299
ENSG00000242485	530	715	965	642	631	739	231	416
ENSG00000235098	0	0	0	0	0	0	0	0
ENSG00000205116	0	0	0	0	0	0	0	0
ENSG00000179403	1	10	56	24	6	12	7	5
ENSG00000215915	4	0	0	2	0	0	0	0
ENSG00000160072	4	16	10	9	3	5	6	3
ENSG00000197785	74	164	280	145	162	142	37	100
ENSG00000205090	0	13	14	2	11	11	5	0
ENSG00000160075	728	1290	1493	871	1021	1030	400	571
ENSG00000279244	0	0	0	0	0	0	0	0
ENSG00000228594	1	3	4	4	5	5	1	1
ENSG00000197530	101	201	286	179	236	167	102	129
ENSG00000189409	0	3	0	0	0	2	0	0
ENSG00000248333	141	200	258	164	169	222	52	111
ENSG00000189339	19	35	34	23	48	48	14	26
ENSG00000008128	47	48	30	80	71	65	5	38
ENSG00000215790	1	0	4	0	2	1	1	2
ENSG00000008130	180	339	306	197	346	315	104	175
ENSG00000078369	3230	5144	6898	5333	6358	5157	2005	4270
ENSG00000169885	0	0	0	0	0	0	0	0
ENSG00000178821	0	0	2	0	0	0	1	0
ENSG00000142609	0	0	0	0	0	0	0	0
ENSG00000187730	0	0	0	0	0	0	0	0
ENSG00000067606	14	25	24	21	31	36	8	11
ENSG00000162585	80	165	141	81	181	141	49	88
ENSG00000157933	282	297	652	301	534	335	176	334
ENSG00000116151	28	59	77	43	59	88	13	30
ENSG00000157916	1159	1971	2819	2343	1846	1718	662	1609
ENSG00000157911	24	39	69	22	65	40	13	52
ENSG00000149527	3	0	0	5	14	4	2	7
ENSG00000157881	165	201	255	211	256	229	78	184
ENSG00000197921	0	0	0	0	0	0	0	0
ENSG00000157873	5	1	3	10	12	2	1	16
ENSG00000157870	56	58	96	89	111	68	32	94
ENSG00000142606	0	0	1	0	0	0	0	1
ENSG00000215912	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0
ENSG00000142611	0	2	2	0	0	0	0	0
ENSG00000130762	0	0	0	0	3	0	0	0
ENSG00000162591	5489	11571	9677	5083	12157	13711	2070	5447
ENSG00000158109	1142	1546	1462	1358	1391	1522	377	965
ENSG00000116213	119	226	306	137	169	189	54	129
ENSG00000078900	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	0	0	0
ENSG00000235169	3	0	1	1	12	4	0	1
ENSG00000130764	341	384	599	396	585	482	173	347
ENSG00000116198	155	238	292	230	279	271	67	172
ENSG00000169598	19	16	17	19	21	26	7	6
ENSG00000198912	231	256	328	194	212	226	58	111
ENSG00000196581	0	1	0	0	0	0	0	0
ENSG00000131697	40	123	103	104	101	107	36	66
ENSG00000069424	78	72	115	148	144	101	31	123
ENSG00000116254	19	8	17	9	27	5	0	4
ENSG00000116251	533	430	606	208	248	639	102	189
ENSG00000158286	14	6	37	22	33	12	3	14
ENSG00000116237	373	425	793	539	420	466	235	453
ENSG00000173673	0	0	0	0	0	0	0	0
ENSG00000158292	1	1	1	1	1	5	0	1
ENSG00000097021	603	577	1114	1183	1343	468	368	1197
ENSG00000069812	41	22	9	18	120	60	8	17
ENSG00000187017	5	1	1	0	2	4	2	2
ENSG00000215788	0	2	3	0	0	0	0	0
ENSG00000171680	100	121	184	135	93	77	27	58
ENSG00000162408	473	603	852	488	464	515	186	345
ENSG00000173662	0	0	0	0	2	0	0	0
ENSG00000204859	85	104	138	82	87	98	37	55
ENSG00000162413	520	1039	1439	890	1300	735	349	662
ENSG00000116273	278	267	397	268	363	301	115	187
ENSG00000041988	56	87	55	50	79	60	23	30
ENSG00000007923	609	867	993	695	809	769	284	530
ENSG00000171735	235	389	356	279	316	426	121	192
ENSG00000049245	938	2175	2616	1894	2040	1614	652	1371
ENSG00000049246	67	128	108	26	112	115	42	32
ENSG00000049247	0	0	2	0	0	0	3	2
ENSG00000049249	25	7	60	41	16	0	7	7
ENSG00000116288	2703	3981	4992	3344	3450	4080	1259	2363
ENSG00000116285	314	379	418	155	522	511	190	343
ENSG00000162426	19	15	23	8	34	20	10	26
ENSG00000142599	438	604	662	461	613	511	208	332
ENSG00000074800	13569	22021	34241	24107	22507	23152	9715	15921
ENSG00000131686	0	0	0	0	0	0	0	0
ENSG00000197241	0	0	0	0	0	0	0	0
ENSG00000142583	53	95	470	381	43	73	110	176
ENSG00000180758	16	26	45	25	42	42	15	34
ENSG00000049239	95	207	224	142	254	219	64	172
ENSG00000171621	106	228	302	156	137	127	70	151
ENSG00000171612	4	8	24	18	11	13	9	4
ENSG00000188807	37	41	75	27	50	68	25	41
ENSG00000171608	71	114	203	137	231	153	78	123
ENSG00000171603	2746	4081	5969	3709	4870	4716	1745	3671
ENSG00000280113	0	0	0	0	0	0	0	0
ENSG00000178585	31	46	111	39	72	42	22	42
ENSG00000162441	155	274	302	243	298	296	83	140
ENSG00000173614	198	297	367	226	209	255	58	139
ENSG00000162444	2	0	0	0	6	3	1	1
ENSG00000130939	635	826	1111	720	825	1040	283	565
ENSG00000054523	1005	1326	1609	960	1420	1296	398	906
ENSG00000142657	975	2249	3409	925	1619	2592	923	1114
ENSG00000251503	7	15	23	13	7	9	3	7
ENSG00000175279	7	15	23	13	7	9	3	7
ENSG00000241563	0	0	0	0	0	0	0	0
ENSG00000160049	320	555	605	428	496	546	178	403
ENSG00000142655	165	244	300	209	256	265	76	235
ENSG00000130940	2	4	5	7	10	4	8	5
ENSG00000175262	0	0	0	0	0	0	0	0
ENSG00000120948	754	1295	1589	1113	1058	1125	356	641
ENSG00000277726	646	1152	1436	989	940	982	317	563
ENSG00000009724	0	0	1	0	0	0	0	0
ENSG00000116649	758	1125	1768	1277	1044	844	318	781
ENSG00000171824	594	738	964	682	673	781	288	428
ENSG00000198793	478	613	894	662	713	698	201	535
ENSG00000171819	0	13	3	2	2	6	0	1
ENSG00000120942	91	189	221	136	194	165	47	158
ENSG00000204624	1	0	2	0	3	0	0	0
ENSG00000116661	180	222	121	195	395	230	42	161
ENSG00000132879	75	116	95	70	152	134	43	105
ENSG00000116663	6	12	11	12	34	23	2	14
ENSG00000116670	68	108	106	78	135	122	41	74
ENSG00000162490	2	1	4	1	0	1	0	0
ENSG00000177674	211	283	508	458	313	323	142	414
ENSG00000215910	0	0	0	0	2	0	1	0
ENSG00000177000	30	41	96	54	75	36	31	48
ENSG00000011021	53	93	200	98	156	146	67	92
ENSG00000175206	0	1	0	0	0	0	0	0
ENSG00000120937	10748	14972	12604	13690	13885	24776	4352	10601
ENSG00000116685	126	156	207	151	197	182	58	168
ENSG00000083444	6812	9025	14958	10208	10504	8736	3975	9034
ENSG00000116688	687	974	1346	910	1216	983	405	764
ENSG00000116691	46	53	84	50	90	101	29	54
ENSG00000120949	0	1	1	1	14	4	6	5
ENSG00000028137	0	0	1	0	2	0	2	0
ENSG00000048707	322	469	667	360	578	547	133	331
ENSG00000162496	856	898	547	1510	1288	1118	383	745
ENSG00000204518	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0	0	0	0	0
ENSG00000116726	0	0	0	0	0	0	0	0
ENSG00000116721	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0
ENSG00000179172	0	0	0	0	0	0	0	0
ENSG00000120952	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0
ENSG00000204510	0	0	0	0	1	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	0	0	0	0
ENSG00000275774	1	2	0	0	0	0	0	2
ENSG00000280267	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	0	0	0	0	0
ENSG00000204505	0	0	0	0	0	0	0	0
ENSG00000279804	0	0	0	0	0	0	0	0
ENSG00000270601	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0
ENSG00000162494	0	0	0	0	0	0	0	0
ENSG00000162493	50	117	280	37	42	76	50	10
ENSG00000116731	432	652	716	467	561	742	167	309
ENSG00000189337	21	35	29	11	49	38	19	14
ENSG00000171729	48	50	99	106	24	38	12	35
ENSG00000142621	1	1	1	4	0	0	0	4
ENSG00000142634	26	38	107	97	102	42	23	109
ENSG00000162438	0	0	0	0	1	0	0	0
ENSG00000142615	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0
ENSG00000132906	73	140	144	97	154	110	36	100
ENSG00000116138	466	577	815	489	538	577	178	387
ENSG00000116771	16	8	41	27	6	2	12	16
ENSG00000197312	134	159	228	141	201	188	75	153
ENSG00000215695	5	7	7	4	3	5	1	5
ENSG00000116786	158	268	346	197	334	360	105	226
ENSG00000162461	0	0	0	0	1	0	0	0
ENSG00000162460	0	0	0	0	0	0	0	0
ENSG00000162458	1285	1010	2241	1741	1597	978	448	1456
ENSG00000233954	5	4	5	2	4	6	0	6
ENSG00000065526	282	365	527	278	381	443	93	184
ENSG00000116809	96	95	144	77	134	104	45	83
ENSG00000183888	0	0	0	0	0	0	0	0
ENSG00000173641	184	213	291	741	640	222	95	1480
ENSG00000186510	0	0	0	0	0	0	0	0
ENSG00000184908	0	0	0	0	0	1	0	0
ENSG00000185519	0	0	1	0	1	0	0	0
ENSG00000142627	973	1404	1815	1381	1889	1692	502	1207
ENSG00000142632	19	18	14	25	9	11	2	11
ENSG00000132881	14	16	19	27	34	30	12	15
ENSG00000037637	244	504	522	257	338	376	131	163
ENSG00000055070	248	349	395	382	374	346	116	273
ENSG00000187144	0	0	0	0	0	0	0	0
ENSG00000157191	459	713	853	668	689	679	245	545
ENSG00000268991	0	0	0	0	0	0	0	0
ENSG00000219481	0	2	3	0	0	1	0	0
ENSG00000237847	0	0	0	0	0	0	0	0
ENSG00000279132	0	0	0	0	0	0	0	0
ENSG00000058453	37	39	93	44	67	52	17	44
ENSG00000117122	1133	2579	1686	1692	1244	1987	309	1040
ENSG00000159363	253	397	534	579	511	355	126	579
ENSG00000117118	1451	2326	2603	1820	1707	2047	661	1117
ENSG00000117115	617	1662	374	100	1052	2468	116	61
ENSG00000142623	5	11	15	10	15	11	5	5
ENSG00000142619	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	0	0	0	0	0	0
ENSG00000280226	0	0	0	0	0	0	0	0
ENSG00000276747	0	0	0	0	0	0	0	0
ENSG00000179051	832	1692	1828	784	1027	1355	302	527
ENSG00000074964	33	61	77	55	63	92	28	64
ENSG00000117148	0	1	0	0	0	0	0	0
ENSG00000117154	0	0	0	0	0	0	0	0
ENSG00000179023	0	0	0	0	0	2	0	0
ENSG00000009709	0	1	0	0	0	0	0	0
ENSG00000179002	0	0	0	0	1	0	0	0
ENSG00000255275	233	256	400	358	349	109	70	325
ENSG00000159423	161	258	335	230	286	247	108	256
ENSG00000169991	291	331	528	455	507	156	83	458
ENSG00000127481	1800	2606	4029	2431	2916	3208	1046	2260
ENSG00000127463	1796	2406	3612	2387	2907	3152	1128	2351
ENSG00000053372	253	372	420	227	319	387	106	245
ENSG00000211454	0	0	0	0	0	0	0	0
